trec_topic_number,trec_doc_id,pm_rel_desc,disease_desc,gene1_annotation_desc,gene1_name,gene2_annotation_desc,gene2_name,gene3_annotation_desc,gene3_name,demographics_desc,other_desc
26,26285815,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26290870,Not PM,,,,,,,,,
26,26305188,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26312204,Not PM,,,,,,,,,
26,26332814,Not PM,,,,,,,,,
26,26334777,Not PM,,,,,,,,,
26,26338373,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26356562,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26356670,Not PM,,,,,,,,,
26,26376435,Not PM,,,,,,,,,
26,26386078,Not PM,,,,,,,,,
26,26399561,Not PM,,,,,,,,,
26,26406239,Not PM,,,,,,,,,
26,26407154,Not PM,,,,,,,,,
26,26413934,Not PM,,,,,,,,,
26,26417556,Not PM,,,,,,,,,
26,26426340,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,2642738,Human PM,Exact,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26435479,Not PM,,,,,,,,,
26,26449745,Not PM,,,,,,,,,
26,26458859,Not PM,,,,,,,,,
26,26484103,Not PM,,,,,,,,,
26,26485776,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26537079,Not PM,,,,,,,,,
26,26547216,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26575426,Not PM,,,,,,,,,
26,2659902,Not PM,,,,,,,,,
26,26626802,Not PM,,,,,,,,,
26,26640523,Not PM,,,,,,,,,
26,26642960,Not PM,,,,,,,,,
26,26649796,Not PM,,,,,,,,,
26,26662961,Not PM,,,,,,,,,
26,2666354,Not PM,,,,,,,,,
26,26673799,Not PM,,,,,,,,,
26,26673990,Not PM,,,,,,,,,
26,26683220,Not PM,,,,,,,,,
26,2669069,Not PM,,,,,,,,,
26,2669621,Not PM,,,,,,,,,
26,26701913,Not PM,,,,,,,,,
26,26709572,Not PM,,,,,,,,,
26,26723242,Not PM,,,,,,,,,
26,26743380,Not PM,,,,,,,,,
26,26744449,Not PM,,,,,,,,,
26,2676841,Not PM,,,,,,,,,
26,26810187,Not PM,,,,,,,,,
26,26820944,Not PM,,,,,,,,,
26,26821351,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26825879,Not PM,,,,,,,,,
26,26828070,Not PM,,,,,,,,,
26,26837323,Not PM,,,,,,,,,
26,26872536,Not PM,,,,,,,,,
26,26882547,Not PM,,,,,,,,,
26,26899600,Not PM,,,,,,,,,
26,2694722,Not PM,,,,,,,,,
26,26960396,Not PM,,,,,,,,,
26,26967478,Not PM,,,,,,,,,
26,26970965,Not PM,,,,,,,,,
26,26980032,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,26988823,Not PM,,,,,,,,,
26,26990546,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,27047697,Not PM,,,,,,,,,
26,27069133,Not PM,,,,,,,,,
26,27069548,Not PM,,,,,,,,,
26,27075779,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Excludes,Not Discussed
26,27081639,Not PM,,,,,,,,,
26,27087654,Not PM,,,,,,,,,
26,27095932,Not PM,,,,,,,,,
26,27125358,Not PM,,,,,,,,,
26,27151331,Not PM,,,,,,,,,
26,27157302,Not PM,,,,,,,,,
26,27188086,Not PM,,,,,,,,,
26,27213815,Not PM,,,,,,,,,
26,27218826,Not PM,,,,,,,,,
26,27220763,Not PM,,,,,,,,,
26,27251789,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,27285982,Not PM,,,,,,,,,
26,2730037,Not PM,,,,,,,,,
26,27308527,Not PM,,,,,,,,,
26,2730960,Not PM,,,,,,,,,
26,27309616,Not PM,,,,,,,,,
26,27318168,Not PM,,,,,,,,,
26,27354620,Not PM,,,,,,,,,
26,27372966,Not PM,,,,,,,,,
26,27386035,Not PM,,,,,,,,,
26,27410677,Not PM,,,,,,,,,
26,27418645,Not PM,,,,,,,,,
26,27438032,Not PM,,,,,,,,,
26,27467677,Not PM,,,,,,,,,
26,27467681,Not PM,,,,,,,,,
26,27467682,Not PM,,,,,,,,,
26,27499153,Not PM,,,,,,,,,
26,27560501,Not PM,,,,,,,,,
26,27566580,Not PM,,,,,,,,,
26,27589880,Not PM,,,,,,,,,
26,27602167,Not PM,,,,,,,,,
26,27628192,Human PM,Exact,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,27630309,Not PM,,,,,,,,,
26,27758885,Not PM,,,,,,,,,
26,27815262,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,27816721,Not PM,,,,,,,,,
26,27863474,Not PM,,,,,,,,,
26,2983887,Not PM,,,,,,,,,
26,3020069,Not PM,,,,,,,,,
26,3022123,Not PM,,,,,,,,,
26,3037371,Not PM,,,,,,,,,
26,3099282,Not PM,,,,,,,,,
26,3122217,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,3166076,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,3167232,Not PM,,,,,,,,,
26,3167852,Not PM,,,,,,,,,
26,3181273,Not PM,,,,,,,,,
26,3295562,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,3330785,Not PM,,,,,,,,,
26,3394604,Not PM,,,,,,,,,
26,3474107,Not PM,,,,,,,,,
26,3474359,Not PM,,,,,,,,,
26,3474361,Not PM,,,,,,,,,
26,3524819,Human PM,Exact,Missing Gene,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,3664511,Not PM,,,,,,,,,
26,3689982,Not PM,,,,,,,,,
26,3765867,Not PM,,,,,,,,,
26,3770048,Not PM,,,,,,,,,
26,3795498,Not PM,,,,,,,,,
26,3896352,Not PM,,,,,,,,,
26,396256,Not PM,,,,,,,,,
26,3986769,Human PM,Exact,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,4016736,Not PM,,,,,,,,,
26,4024551,Not PM,,,,,,,,,
26,4686177,Not PM,,,,,,,,,
26,5270839,Not PM,,,,,,,,,
26,6261311,Not PM,,,,,,,,,
26,6303698,Not PM,,,,,,,,,
26,6691629,Not PM,,,,,,,,,
26,6831852,Not PM,,,,,,,,,
26,7426746,Not PM,,,,,,,,,
26,7493356,Not PM,,,,,,,,,
26,7514803,Not PM,,,,,,,,,
26,7576104,Not PM,,,,,,,,,
26,7587576,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,7606076,Not PM,,,,,,,,,
26,7607564,Not PM,,,,,,,,,
26,7612897,Not PM,,,,,,,,,
26,7612899,Not PM,,,,,,,,,
26,7648160,Not PM,,,,,,,,,
26,7654049,Not PM,,,,,,,,,
26,7661471,Not PM,,,,,,,,,
26,7669657,Not PM,,,,,,,,,
26,7710953,Not PM,,,,,,,,,
26,7720042,Not PM,,,,,,,,,
26,7720046,Not PM,,,,,,,,,
26,7740653,Not PM,,,,,,,,,
26,7743470,Not PM,,,,,,,,,
26,7749137,Not PM,,,,,,,,,
26,7794075,Not PM,,,,,,,,,
26,7888313,Not PM,,,,,,,,,
26,7901823,Not PM,,,,,,,,,
26,7909501,Not PM,,,,,,,,,
26,7911677,Not PM,,,,,,,,,
26,7927918,Not PM,,,,,,,,,
26,7987834,Animal PM,More General,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,7999454,Not PM,,,,,,,,,
26,8013003,Not PM,,,,,,,,,
26,8017863,Not PM,,,,,,,,,
26,8044767,Not PM,,,,,,,,,
26,8058246,Not PM,,,,,,,,,
26,8061586,Not PM,,,,,,,,,
26,8062765,Not PM,,,,,,,,,
26,8064891,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,8095010,Not PM,,,,,,,,,
26,8102189,Not PM,,,,,,,,,
26,8152265,Not PM,,,,,,,,,
26,8196166,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,8197765,Not PM,,,,,,,,,
26,8208513,Not PM,,,,,,,,,
26,8217795,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,8252207,Not PM,,,,,,,,,
26,8266683,Not PM,,,,,,,,,
26,827274,Not PM,,,,,,,,,
26,8286193,Not PM,,,,,,,,,
26,8287725,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,8292508,Not PM,,,,,,,,,
26,8313523,Not PM,,,,,,,,,
26,8336939,Not PM,,,,,,,,,
26,8373226,Not PM,,,,,,,,,
26,8383306,Not PM,,,,,,,,,
26,8383953,Not PM,,,,,,,,,
26,8405216,Not PM,,,,,,,,,
26,8451662,Not PM,,,,,,,,,
26,8492318,Not PM,,,,,,,,,
26,8524423,Not PM,,,,,,,,,
26,8529465,Not PM,,,,,,,,,
26,8585978,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,8585979,Not PM,,,,,,,,,
26,8631604,Not PM,,,,,,,,,
26,8635000,Not PM,,,,,,,,,
26,8669886,Not PM,,,,,,,,,
26,8687144,Not PM,,,,,,,,,
26,8727413,Not PM,,,,,,,,,
26,8747209,Not PM,,,,,,,,,
26,8757275,Not PM,,,,,,,,,
26,8778798,Not PM,,,,,,,,,
26,8789746,Not PM,,,,,,,,,
26,8801697,Not PM,,,,,,,,,
26,8879377,Not PM,,,,,,,,,
26,8980401,Not PM,,,,,,,,,
26,8996077,Not PM,,,,,,,,,
26,9005288,Not PM,,,,,,,,,
26,9065929,Not PM,,,,,,,,,
26,9102842,Not PM,,,,,,,,,
26,9124623,Not PM,,,,,,,,,
26,9157404,Not PM,,,,,,,,,
26,9250077,Not PM,,,,,,,,,
26,9380415,Not PM,,,,,,,,,
26,9413807,Not PM,,,,,,,,,
26,9442248,Not PM,,,,,,,,,
26,9515813,Animal PM,More General,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,9516827,Not PM,,,,,,,,,
26,9561622,Not PM,,,,,,,,,
26,9567346,Not PM,,,,,,,,,
26,9684104,Not PM,,,,,,,,,
26,9703274,Not PM,,,,,,,,,
26,9731739,Not PM,,,,,,,,,
26,9810779,Not PM,,,,,,,,,
26,9816285,Not PM,,,,,,,,,
26,9849414,Not PM,,,,,,,,,
26,9858771,Not PM,,,,,,,,,
26,9858949,Not PM,,,,,,,,,
26,9859214,Not PM,,,,,,,,,
26,9864983,Not PM,,,,,,,,,
26,9876340,Not PM,,,,,,,,,
26,AACR_2012-1808,Not PM,,,,,,,,,
26,AACR_2012-1893,Not PM,,,,,,,,,
26,AACR_2012-1897,Not PM,,,,,,,,,
26,AACR_2012-3048,Not PM,,,,,,,,,
26,AACR_2012-3732,Not PM,,,,,,,,,
26,AACR_2012-4072,Not PM,,,,,,,,,
26,AACR_2012-4165,Not PM,,,,,,,,,
26,AACR_2013-1194,Not PM,,,,,,,,,
26,AACR_2013-2774,Not PM,,,,,,,,,
26,AACR_2013-5127,Not PM,,,,,,,,,
26,AACR_2014-1668,Not PM,,,,,,,,,
26,AACR_2014-4275,Not PM,,,,,,,,,
26,AACR_2014-5024,Not PM,,,,,,,,,
26,AACR_2014-5263,Human PM,Exact,Missing Gene,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,AACR_2014-5440,Not PM,,,,,,,,,
26,AACR_2014-5606,Not PM,,,,,,,,,
26,AACR_2015-132,Not PM,,,,,,,,,
26,AACR_2015-2027,Not PM,,,,,,,,,
26,AACR_2015-2139,Human PM,Exact,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,AACR_2015-2161,Not PM,,,,,,,,,
26,AACR_2015-3651,Not PM,,,,,,,,,
26,AACR_2015-3791,Not PM,,,,,,,,,
26,AACR_2015-4478,Not PM,,,,,,,,,
26,AACR_2016-1503,Not PM,,,,,,,,,
26,AACR_2016-3167,Not PM,,,,,,,,,
26,AACR_2016-4343,Not PM,,,,,,,,,
26,AACR_2016-4396,Not PM,,,,,,,,,
26,AACR_2016-5010,Not PM,,,,,,,,,
26,AACR_2017-1741,Not PM,,,,,,,,,
26,AACR_2017-1777,Not PM,,,,,,,,,
26,AACR_2017-1883,Not PM,,,,,,,,,
26,AACR_2017-3152,Not PM,,,,,,,,,
26,AACR_2017-4091,Not PM,,,,,,,,,
26,AACR_2017-4715,Not PM,,,,,,,,,
26,ASCO_102667-125,Not PM,,,,,,,,,
26,ASCO_102918-125,Not PM,,,,,,,,,
26,ASCO_113470-132,Not PM,,,,,,,,,
26,ASCO_114190-132,Not PM,,,,,,,,,
26,ASCO_116307-132,Not PM,,,,,,,,,
26,ASCO_116665-132,Not PM,,,,,,,,,
26,ASCO_118022-132,Not PM,,,,,,,,,
26,ASCO_123000-143,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,ASCO_133558-144,Not PM,,,,,,,,,
26,ASCO_142802-156,Not PM,,,,,,,,,
26,ASCO_144256-156,Not PM,,,,,,,,,
26,ASCO_148642-156,Not PM,,,,,,,,,
26,ASCO_155125-163,Not PM,,,,,,,,,
26,ASCO_163212-176,Not PM,,,,,,,,,
26,ASCO_164326-176,Not PM,,,,,,,,,
26,ASCO_166980-176,Not PM,,,,,,,,,
26,ASCO_169489-176,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,ASCO_169851-176,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,ASCO_171147-176,Not PM,,,,,,,,,
26,ASCO_184601-199,Not PM,,,,,,,,,
26,ASCO_187020-199,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,ASCO_31792-65,Not PM,,,,,,,,,
26,ASCO_61025-101,Human PM,More General,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,ASCO_81152-102,Not PM,,,,,,,,,
26,ASCO_86303-111,Not PM,,,,,,,,,
26,ASCO_86408-111,Not PM,,,,,,,,,
26,ASCO_93761-114,Human PM,Not Disease,Exact,NRAS Amplification,,,,,Not Discussed,Not Discussed
26,ASCO_93774-114,Not PM,,,,,,,,,
26,ASCO_97602-114,Not PM,,,,,,,,,
27,10029438,Not PM,,,,,,,,,
27,10076772,Human PM,More Specific,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,10080602,Human PM,More Specific,Exact,KRAS,Missing Gene,TP53,,,Not Discussed,Not Discussed
27,10415845,Not PM,,,,,,,,,
27,10417560,Not PM,,,,,,,,,
27,10436775,Not PM,,,,,,,,,
27,10436805,Not PM,,,,,,,,,
27,10445560,Human PM,More Specific,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,10547195,Not PM,,,,,,,,,
27,10577543,Not PM,,,,,,,,,
27,10612810,Not PM,,,,,,,,,
27,10657949,Not PM,,,,,,,,,
27,10674013,Human PM,Not Disease,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,10702394,Not PM,,,,,,,,,
27,10732292,Not PM,,,,,,,,,
27,10750666,Not PM,,,,,,,,,
27,10769633,Not PM,,,,,,,,,
27,10839965,Not PM,,,,,,,,,
27,10873061,Not PM,,,,,,,,,
27,10950039,Not PM,,,,,,,,,
27,10950061,Not PM,,,,,,,,,
27,11005329,Not PM,,,,,,,,,
27,11051374,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Matches,Matches
27,11075991,Not PM,,,,,,,,,
27,11094228,Not PM,,,,,,,,,
27,11097231,Not PM,,,,,,,,,
27,11102889,Human PM,More Specific,Exact,KRAS,Exact,TP53,,,Matches,Not Discussed
27,11129230,Not PM,,,,,,,,,
27,11180876,Human PM,More Specific,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,11325495,Not PM,,,,,,,,,
27,11329936,Not PM,,,,,,,,,
27,11432627,Not PM,,,,,,,,,
27,11445497,Not PM,,,,,,,,,
27,11462947,Not PM,,,,,,,,,
27,11510033,Not PM,,,,,,,,,
27,11590323,Not PM,,,,,,,,,
27,11668501,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,11668624,Not PM,,,,,,,,,
27,11784875,Not PM,,,,,,,,,
27,11854545,Not PM,,,,,,,,,
27,11912167,Not PM,,,,,,,,,
27,12011133,Not PM,,,,,,,,,
27,12063830,Not PM,,,,,,,,,
27,12118546,Not PM,,,,,,,,,
27,12127120,Not PM,,,,,,,,,
27,12170096,Not PM,,,,,,,,,
27,12175546,Not PM,,,,,,,,,
27,12189555,Not PM,,,,,,,,,
27,12464871,Not PM,,,,,,,,,
27,12489577,Not PM,,,,,,,,,
27,12499917,Not PM,,,,,,,,,
27,12579258,Not PM,,,,,,,,,
27,12609076,Not PM,,,,,,,,,
27,12692651,Not PM,,,,,,,,,
27,12692652,Not PM,,,,,,,,,
27,12727809,Not PM,,,,,,,,,
27,12746980,Not PM,,,,,,,,,
27,12755843,Human PM,Exact,Exact,KRAS,Missing Gene,TP53,,,Not Discussed,Not Discussed
27,12782576,Human PM,More General,Missing Gene,KRAS,Exact,TP53,,,Excludes,Excludes
27,12783979,Not PM,,,,,,,,,
27,12788434,Not PM,,,,,,,,,
27,12902985,Not PM,,,,,,,,,
27,12903406,Not PM,,,,,,,,,
27,12926117,Not PM,,,,,,,,,
27,1336666,Not PM,,,,,,,,,
27,13493327,Not PM,,,,,,,,,
27,1396043,Not PM,,,,,,,,,
27,14502645,Not PM,,,,,,,,,
27,14612290,Human PM,Exact,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,14706640,Not PM,,,,,,,,,
27,14736930,Not PM,,,,,,,,,
27,15055044,Not PM,,,,,,,,,
27,15059921,Not PM,,,,,,,,,
27,15069678,Not PM,,,,,,,,,
27,15185821,Not PM,,,,,,,,,
27,15238885,Not PM,,,,,,,,,
27,15367885,Not PM,,,,,,,,,
27,15578211,Not PM,,,,,,,,,
27,15585383,Not PM,,,,,,,,,
27,15608367,Not PM,,,,,,,,,
27,15610449,Not PM,,,,,,,,,
27,15643503,Not PM,,,,,,,,,
27,15656799,Not PM,,,,,,,,,
27,15678388,Not PM,,,,,,,,,
27,15679252,Not PM,,,,,,,,,
27,15701269,Not PM,,,,,,,,,
27,15725808,Not PM,,,,,,,,,
27,15753357,Not PM,,,,,,,,,
27,15764888,Not PM,,,,,,,,,
27,15770407,Not PM,,,,,,,,,
27,15832194,Not PM,,,,,,,,,
27,1583354,Not PM,,,,,,,,,
27,15846069,Not PM,,,,,,,,,
27,15857037,Not PM,,,,,,,,,
27,15894260,Not PM,,,,,,,,,
27,15894267,Not PM,,,,,,,,,
27,15923430,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,15928335,Not PM,,,,,,,,,
27,16002844,Not PM,,,,,,,,,
27,16014882,Not PM,,,,,,,,,
27,16080956,Not PM,,,,,,,,,
27,16091732,Not PM,,,,,,,,,
27,16093777,Not PM,,,,,,,,,
27,16144912,Not PM,,,,,,,,,
27,16235243,Not PM,,,,,,,,,
27,16252135,Not PM,,,,,,,,,
27,16256179,Not PM,,,,,,,,,
27,16351494,Not PM,,,,,,,,,
27,16425381,Not PM,,,,,,,,,
27,16465385,Animal PM,Exact,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,16549328,Not PM,,,,,,,,,
27,16554881,Not PM,,,,,,,,,
27,16585505,Not PM,,,,,,,,,
27,16598499,Not PM,,,,,,,,,
27,16633830,Not PM,,,,,,,,,
27,16687659,Not PM,,,,,,,,,
27,16721785,Not PM,,,,,,,,,
27,16808798,Human PM,Exact,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,16869739,Not PM,,,,,,,,,
27,16878133,Not PM,,,,,,,,,
27,16933009,Not PM,,,,,,,,,
27,16940943,Not PM,,,,,,,,,
27,1696386,Not PM,,,,,,,,,
27,16995472,Not PM,,,,,,,,,
27,17111879,Not PM,,,,,,,,,
27,17114584,Not PM,,,,,,,,,
27,17178855,Not PM,,,,,,,,,
27,17203180,Not PM,,,,,,,,,
27,17233815,Not PM,,,,,,,,,
27,17332339,Not PM,,,,,,,,,
27,17349581,Not PM,,,,,,,,,
27,17354229,Human PM,Exact,Exact,KRAS,Missing Gene,TP53,,,Not Discussed,Not Discussed
27,17360030,Not PM,,,,,,,,,
27,17360542,Not PM,,,,,,,,,
27,17396143,Not PM,,,,,,,,,
27,17400764,Not PM,,,,,,,,,
27,17470512,Not PM,,,,,,,,,
27,17483435,Human PM,Not Disease,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,17483702,Not PM,,,,,,,,,
27,17489984,Animal PM,Exact,Exact,KRAS,Missing Gene,TP53,,,Excludes,Excludes
27,17496437,Not PM,,,,,,,,,
27,17520196,Not PM,,,,,,,,,
27,17555830,Not PM,,,,,,,,,
27,17575320,Not PM,,,,,,,,,
27,17591971,Not PM,,,,,,,,,
27,17611392,Not PM,,,,,,,,,
27,17612936,Not PM,,,,,,,,,
27,17652141,Not PM,,,,,,,,,
27,17663506,Not PM,,,,,,,,,
27,17667542,Not PM,,,,,,,,,
27,17674959,Not PM,,,,,,,,,
27,17700058,Not PM,,,,,,,,,
27,17786524,Not PM,,,,,,,,,
27,17804724,Not PM,,,,,,,,,
27,17874555,Not PM,,,,,,,,,
27,17982507,Not PM,,,,,,,,,
27,18027062,Not PM,,,,,,,,,
27,18038690,Not PM,,,,,,,,,
27,18038880,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,18039136,Not PM,,,,,,,,,
27,18049799,Human PM,Exact,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,18081235,Not PM,,,,,,,,,
27,18090159,Not PM,,,,,,,,,
27,18192885,Not PM,,,,,,,,,
27,18266952,Not PM,,,,,,,,,
27,18308215,Not PM,,,,,,,,,
27,18316571,Not PM,,,,,,,,,
27,18333063,Not PM,,,,,,,,,
27,18367131,Not PM,,,,,,,,,
27,18374152,Not PM,,,,,,,,,
27,18418864,Not PM,,,,,,,,,
27,18451217,Not PM,,,,,,,,,
27,1855224,Not PM,,,,,,,,,
27,18577117,Not PM,,,,,,,,,
27,18603853,Not PM,,,,,,,,,
27,18603854,Not PM,,,,,,,,,
27,18614859,Not PM,,,,,,,,,
27,18621715,Not PM,,,,,,,,,
27,18677542,Human PM,More Specific,Exact,KRAS,Missing Gene,TP53,,,Not Discussed,Not Discussed
27,18813197,Not PM,,,,,,,,,
27,18932251,Not PM,,,,,,,,,
27,19002021,Not PM,,,,,,,,,
27,19028870,Not PM,,,,,,,,,
27,19029954,Not PM,,,,,,,,,
27,19030927,Not PM,,,,,,,,,
27,19064568,Not PM,,,,,,,,,
27,19086841,Human PM,Not Disease,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,19096301,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,19096302,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,19106541,Not PM,,,,,,,,,
27,19112208,Not PM,,,,,,,,,
27,19180144,Not PM,,,,,,,,,
27,19190347,Not PM,,,,,,,,,
27,19190631,Not PM,,,,,,,,,
27,19270646,Not PM,,,,,,,,,
27,19273710,Not PM,,,,,,,,,
27,19280281,Not PM,,,,,,,,,
27,19302292,Not PM,,,,,,,,,
27,19307945,Human PM,Exact,Exact,KRAS,Missing Gene,TP53,,,Excludes,Excludes
27,19367287,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,19381632,Not PM,,,,,,,,,
27,19430562,Not PM,,,,,,,,,
27,19440048,Not PM,,,,,,,,,
27,19440145,Not PM,,,,,,,,,
27,19460940,Not PM,,,,,,,,,
27,19461915,Not PM,,,,,,,,,
27,19475450,Not PM,,,,,,,,,
27,19514088,Not PM,,,,,,,,,
27,19533561,Not PM,,,,,,,,,
27,19576722,Not PM,,,,,,,,,
27,19581735,Not PM,,,,,,,,,
27,19582512,Not PM,,,,,,,,,
27,1962623,Human PM,Exact,Exact,KRAS,Missing Gene,TP53,,,Not Discussed,Not Discussed
27,19629168,Not PM,,,,,,,,,
27,19643813,Not PM,,,,,,,,,
27,19774952,Not PM,,,,,,,,,
27,19859040,Not PM,,,,,,,,,
27,19880966,Animal PM,Exact,Exact,KRAS,Missing Gene,TP53,,,Excludes,Excludes
27,19896096,Not PM,,,,,,,,,
27,19967799,Not PM,,,,,,,,,
27,20005738,Not PM,,,,,,,,,
27,20018398,Not PM,,,,,,,,,
27,20018721,Animal PM,Exact,Exact,KRAS,Exact,TP53,,,Excludes,Excludes
27,20021639,Human PM,Not Disease,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,20093556,Not PM,,,,,,,,,
27,20113473,Not PM,,,,,,,,,
27,20137853,Not PM,,,,,,,,,
27,20179210,Not PM,,,,,,,,,
27,20203228,Not PM,,,,,,,,,
27,20203229,Not PM,,,,,,,,,
27,20214229,Not PM,,,,,,,,,
27,20226067,Not PM,,,,,,,,,
27,20370686,Not PM,,,,,,,,,
27,20414934,Not PM,,,,,,,,,
27,20418756,Not PM,,,,,,,,,
27,20426700,Human PM,Exact,Exact,KRAS,Missing Gene,TP53,,,Excludes,Excludes
27,20485640,Not PM,,,,,,,,,
27,20530583,Not PM,,,,,,,,,
27,20532039,Not PM,,,,,,,,,
27,20542658,Human PM,Exact,Exact,KRAS,Missing Gene,TP53,,,Not Discussed,Not Discussed
27,20643511,Not PM,,,,,,,,,
27,20647319,Not PM,,,,,,,,,
27,20652642,Not PM,,,,,,,,,
27,20675343,Not PM,,,,,,,,,
27,20697118,Not PM,,,,,,,,,
27,20701442,Not PM,,,,,,,,,
27,20807812,Not PM,,,,,,,,,
27,20810605,Not PM,,,,,,,,,
27,20814421,Not PM,,,,,,,,,
27,20835771,Not PM,,,,,,,,,
27,20855837,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,20864634,Not PM,,,,,,,,,
27,20876329,Not PM,,,,,,,,,
27,20939879,Not PM,,,,,,,,,
27,21068491,Not PM,,,,,,,,,
27,21068495,Not PM,,,,,,,,,
27,21075310,Not PM,,,,,,,,,
27,21102258,Not PM,,,,,,,,,
27,21116760,Human PM,Not Disease,Missing Gene,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,21199651,Not PM,,,,,,,,,
27,21236335,Not PM,,,,,,,,,
27,21243531,Not PM,,,,,,,,,
27,21289082,Not PM,,,,,,,,,
27,21322636,Not PM,,,,,,,,,
27,21380628,Not PM,,,,,,,,,
27,21386647,Not PM,,,,,,,,,
27,21387273,Human PM,Not Disease,Exact,KRAS,Missing Gene,TP53,,,Not Discussed,Not Discussed
27,21404058,Human PM,Not Disease,Exact,KRAS,Exact,TP53,,,Not Discussed,Not Discussed
27,21412932,Not PM,,,,,,,,,
27,21457162,Not PM,,,,,,,,,
27,21481787,Not PM,,,,,,,,,
27,21523499,Not PM,,,,,,,,,
27,21527506,Not PM,,,,,,,,,
27,21537885,Not PM,,,,,,,,,
27,21552211,Not PM,,,,,,,,,
27,21601526,Not PM,,,,,,,,,
27,21611096,Not PM,,,,,,,,,
27,21621236,Not PM,,,,,,,,,
27,21624768,Not PM,,,,,,,,,
27,21664851,Not PM,,,,,,,,,
27,21678117,Not PM,,,,,,,,,
